serial_number,ts_started,number
https://qr.iotsg.co.uk/activate/iotsg-410000-00000560,04/08/1977 12:34,364
https://d6fjq4xbcqtgv.cloudfront.net/activate/iotsg-410000-00000342,05/08/1977 12:34,365
https://manager.iotsg.co.uk/activate/iotsg-410000-00000520,06/08/1977 12:34,366
https://qr.iotsg.co.uk/activate/iotsg-410000-00000666,07/08/1977 12:34,367
https://d6fjq4xbcqtgv.cloudfront.net/activate/iotsg-410000-00000436,08/08/1977 12:34,368
https://d6fjq4xbcqtgv.cloudfront.net/activate/iotsg-410000-00000335,09/08/1977 12:34,369
https://manager.iotsg.co.uk/activate/iotsg-410000-00000736,10/08/1977 12:34,370
https://d6fjq4xbcqtgv.cloudfront.net/activate/iotsg-410000-00000124,11/08/1977 12:34,371
https://manager.iotsg.co.uk/activate/iotsg-410000-00000620,12/08/1977 12:34,372
https://manager.iotsg.co.uk/activate/iotsg-410000-00000574,13/08/1977 12:34,373
https://manager.iotsg.co.uk/activate/iotsg-410000-00000702,14/08/1977 12:34,374
https://manager.iotsg.co.uk/activate/iotsg-410000-00000659,15/08/1977 12:34,375
https://manager.iotsg.co.uk/activate/iotsg-410000-00000658,16/08/1977 12:34,376
https://qr.iotsg.co.uk/activate/iotsg-410000-00000718,17/08/1977 12:34,377
https://d6fjq4xbcqtgv.cloudfront.net/activate/iotsg-410000-00000121,18/08/1977 12:34,378
https://d6fjq4xbcqtgv.cloudfront.net/activate/iotsg-400000-00000089,19/08/1977 12:34,379
https://d6fjq4xbcqtgv.cloudfront.net/activate/iotsg-410000-00000212,20/08/1977 12:34,380
https://d6fjq4xbcqtgv.cloudfront.net/activate/iotsg-410000-00000327,21/08/1977 12:34,381
https://qr.iotsg.co.uk/activate/iotsg-410000-00000615,22/08/1977 12:34,382
https://qr.iotsg.co.uk/activate/iotsg-410000-00000645,23/08/1977 12:34,383
https://d6fjq4xbcqtgv.cloudfront.net/activate/iotsg-400000-00000021,24/08/1977 12:34,384
https://qr.iotsg.co.uk/activate/iotsg-410000-00000733,25/08/1977 12:34,385
https://qr.iotsg.co.uk/activate/iotsg-410000-00000720,26/08/1977 12:34,386
https://qr.iotsg.co.uk/activate/iotsg-420000-00000754,27/08/1977 12:34,387
https://manager.iotsg.co.uk/activate/iotsg-410000-00000623,28/08/1977 12:34,388
https://qr.iotsg.co.uk/activate/iotsg-410000-00000713,29/08/1977 12:34,389
https://manager.iotsg.co.uk/activate/iotsg-410000-00000642,30/08/1977 12:34,390
https://qr.iotsg.co.uk/activate/iotsg-410000-00000571,31/08/1977 12:34,391
https://qr.iotsg.co.uk/activate/iotsg-410000-00000704,01/09/1977 12:34,392
https://manager.iotsg.co.uk/activate/iotsg-410000-00000583,02/09/1977 12:34,393
https://manager.iotsg.co.uk/activate/iotsg-410000-00000523,03/09/1977 12:34,394
https://qr.iotsg.co.uk/activate/iotsg-410000-00000688,04/09/1977 12:34,395
https://manager.iotsg.co.uk/activate/iotsg-410000-00000738,05/09/1977 12:34,396
https://manager.iotsg.co.uk/activate/iotsg-410000-00000630,06/09/1977 12:34,397
https://manager.iotsg.co.uk/activate/iotsg-410000-00000515,07/09/1977 12:34,398
https://qr.iotsg.co.uk/activate/iotsg-410000-00000532,08/09/1977 12:34,399
https://manager.iotsg.co.uk/activate/iotsg-410000-00000631,09/09/1977 12:34,400
https://manager.iotsg.co.uk/activate/iotsg-410000-00000595,10/09/1977 12:34,401
https://qr.iotsg.co.uk/activate/iotsg-410000-00000593,11/09/1977 12:34,402
https://qr.iotsg.co.uk/activate/iotsg-410000-00000540,12/09/1977 12:34,403
https://manager.iotsg.co.uk/activate/iotsg-410000-00000609,13/09/1977 12:34,404
https://qr.iotsg.co.uk/activate/iotsg-410000-00000729,14/09/1977 12:34,405
https://qr.iotsg.co.uk/activate/iotsg-410000-00000694,15/09/1977 12:34,406
